orden,fecha,matcode,cantidad,grado_llenado,target,reactor,acido_ascorbico,agua_desionizada,amoniaco_25,aq_save,arianor_cherry_red_vibracolor_ruby_red,astrophos_hc2,azul_ultramar_b_6554,chematek_code_00302_jacorol_ahp,cire_de_lanol_sinnowax_ao,colorante_2a3hp,genencare_osms_ba_betafin_bp,h.c._yellow_2,h.c._yellow_4,jarocol_mbb,lowacryl_orange_31,merquat_280_safiquat_22,monoetanolamina_99__purete,nafol_16_18_lanette_o,perfume_bamboo_lotus_flower_2048692,perfume_xanadu,propilenglicol,rodol_24dape_chematek_00326,rodol_2_mr_chematek_code_00102,rodol_6amc_chematek_00269,rodol_6cp_chematek_00235,rodol_9r,rodol_blfx_bondecolor_blfx,rodol_eg_jarocol_map,rodol_ern_colorex_1_nap,rodol_gray_hed__jarocol_bhp,rodol_p_base_ot,rodol_paoc_chematek_00216,rodol_paox_colorex_paox,rodol_pmp_jarocol_pmp,rodol_rs_jarocol_rl,rodol_xdat,sodio_sulfito_anhidro,structure_zea_starch,transcutol_cg,utmf_ceramide_iii_silicon_free
1033237,2022-03-03 17:30:00.280,621005,904.8,90.48,1,mediano,4.0,501.535,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,13.2,0.0,25,0,20,8,0.0,0,4.2,0.0,0.0,0.0,0.0,25.2,0.9,1.5,9.5,0.0,0.0,0.0,2.5,3.5,0,10.0,30,50,0.0
1033238,2022-03-01 15:29:00.100,623005,678.6,67.86,1,mediano,4.0,486.635,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.6,0.0,0.0,0.0,0.0,26.0,0.5,0.0,10.0,1.1,0.0,0.0,0.0,7.2,0,10.0,30,50,0.0
1033239,2022-03-02 09:32:00.957,624005,1357.2,45.24,1,grande,4.0,490.735,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.4,0.0,0.0,0.0,0.0,19.0,0.4,0.0,7.0,1.0,0.0,0.0,0.0,6.0,0,7.5,30,50,0.0
1033240,2022-02-25 11:57:00.150,625005,1809.6,60.32,1,grande,4.0,546.625,64.965,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.4,0.0,0.0,0.0,0.3,15.0,0.8,0.0,2.5,1.26,0.0,0.0,0.0,7.65,0,7.5,30,50,0.0
1033241,2022-02-24 13:40:00.200,626085,1357.2,45.24,0,grande,4.0,528.838,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.5,5.0,0.0,0.0,0.0,17.4,0.7,0.0,2.35,0.5,0.0,0.0,0.0,4.85,0,10.0,30,15,0.0
1033340,2022-03-07 17:26:00.950,620405,232.0,46.4,0,pequeño,4.0,576.138,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,35,0.0,0.0,0.0,0.0,12.0,0.0,0.0,0.0,0.0,2.0,20.0,0.0,0.0,0.0,0,5.0,30,15,0.0
1033344,2022-03-08 11:32:00.147,620205,904.8,90.48,1,mediano,4.0,590.6,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0,7.5,20,15,0.0
1033345,2022-03-07 19:11:00.410,620905,452.4,45.24,1,mediano,0.0,681.438,71.862,1,1.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,1.7,0,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1033346,2022-03-09 13:31:01.013,620505,452.4,90.48,0,pequeño,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1033347,2022-03-08 19:44:00.720,629915,678.6,67.86,0,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1033386,2022-03-08 16:19:00.243,628815,1357.2,45.24,0,grande,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1033387,2022-03-09 11:40:00.117,628825,904.8,90.48,0,mediano,2.0,533.572,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,3.0,30,15,1.0
1033388,2022-03-10 15:24:00.270,627325,232.0,46.4,0,pequeño,4.0,605.738,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.1,0.0,0.0,0.0,4.0,1.0,0.0,1.0,5.0,0.3,0.0,0.0,0.0,0,5.0,30,30,0.0
1033389,2022-03-09 16:47:00.470,628835,232.0,46.4,0,pequeño,3.0,530.302,100.448,1,0.0,0,0.0,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,1.3,0.0,0.0,0.0,1.0,0.1,0.0,0.0,0.35,0.0,0.0,0.0,0.0,0,0.0,30,15,5.0
1033390,2022-03-10 11:06:00.660,629325,232.0,46.4,0,pequeño,3.0,628.817,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.25,0.0,0.0,0.0,0.9,0.375,0.0,0.0,2.9,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1033391,2022-03-09 19:50:00.873,629835,232.0,46.4,0,pequeño,4.0,651.332,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.36,0.3,0.05,0.0,0.0,1.0,0.0,0.0,0.0,0.2,0,0.0,30,15,0.0
1033392,2022-03-10 14:45:00.680,628175,2726.0,90.87,0,grande,4.0,613.258,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.95,0.58,0.0,4.25,0.64,0.0,0.0,0.0,4.46,0,5.0,30,15,0.0
1033393,2022-03-10 20:49:00.603,627175,2726.0,90.87,0,grande,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
1033394,2022-03-16 19:02:00.120,625175,1357.2,45.24,1,grande,4.0,530.398,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,7.2,1.61,0.0,13.5,1.76,0.0,0.0,0.0,5.67,0,10.0,30,15,0.0
1033559,2022-03-21 10:14:00.777,629875,2726.0,90.87,0,grande,2.0,601.777,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.89,0.0,0.075,0.0,0.0,4.3,0,1.0,30,30,0.0
1033560,2022-03-21 18:57:00.677,629875,1357.2,45.24,0,grande,2.0,601.777,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.89,0.0,0.075,0.0,0.0,4.3,0,1.0,30,30,0.0
1033561,2022-03-22 12:18:00.937,627175,1809.6,60.32,0,grande,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
1033562,2022-03-16 11:12:00.770,628135,904.8,90.48,0,mediano,4.0,617.438,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.64,0.0,0.22,1.4,0.54,0.0,0.0,0.0,3.4,0,5.5,30,15,0.0
1033563,2022-03-24 08:40:00.167,627435,232.0,46.4,0,pequeño,4.0,613.638,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,3.0,4.5,0.0,0.0,10.0,0,6.0,30,15,0.0
1033564,2022-03-24 12:12:00.470,627445,232.0,46.4,0,pequeño,4.0,617.408,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.63,0.7,0.0,0.0,4.2,4.2,0.0,0.0,0.0,0,8.0,30,15,0.0
1033565,2022-03-16 18:39:00.867,628645,232.0,46.4,0,pequeño,4.0,611.238,71.862,1,0.0,30,0.0,0.0,150,1,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,3.5,0.0,0.0,0.0,5.2,0.0,0.0,0.0,1.2,0.0,0.0,0.0,1.0,0,7.0,30,15,0.0
1033566,2022-03-23 14:06:00.987,629215,678.6,67.86,1,mediano,4.0,613.322,78.758,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.73,0.0,0.0,0.0,1.59,0.27,0.0,1.0,0.0,0.08,0.0,0.0,1.25,0,0.0,30,30,0.0
1033568,2022-03-18 15:11:00.963,627645,232.0,46.4,0,pequeño,4.0,625.758,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.5,4.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,1.88,0,5.0,30,15,0.0
1033569,2022-03-22 09:24:00.590,629985,678.6,67.86,0,mediano,2.5,635.342,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.2,0.2,0.0,0.2,0.15,0.15,0.0,0.0,0.0,0,1.0,30,30,0.0
1033571,2022-03-31 12:43:00.567,620025,904.8,90.48,0,mediano,0.5,663.0,0.1,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,40,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.0,0.4,0.0,0.4,0.0,0.0,0.3,0,1.0,30,15,0.0
1033577,2022-03-28 13:18:00.287,620105,2726.0,90.87,1,grande,4.0,570.638,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
1033620,2022-03-29 14:36:00.587,620105,2726.0,90.87,1,grande,4.0,570.638,71.862,1,0.0,30,0.0,0.0,170,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,12.5,0.0,0.0,0.0,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,0,7.0,30,15,0.0
1033621,2022-03-30 10:03:00.460,620705,2726.0,90.87,1,grande,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1033622,2022-03-31 12:03:01.040,620075,1583.4,52.78,0,grande,4.0,626.018,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.24,0.0,3.6,0.0,0.0,0.0,0.0,5.28,0,5.0,30,15,0.0
1033623,2022-03-30 12:06:00.270,620705,452.4,45.24,0,mediano,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1033624,2022-03-29 16:37:00.260,620205,904.8,90.48,1,mediano,4.0,590.6,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0,7.5,20,15,0.0
1033625,2022-03-30 13:01:01.447,620505,232.0,46.4,0,pequeño,0.0,682.338,71.862,1,1.8,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,0,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,0,0.0
1033627,2022-04-04 09:58:00.907,628815,904.8,90.48,0,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1033690,2022-04-07 14:35:00.263,629005,904.8,90.48,0,mediano,4.0,646.242,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,2.75,0.0,0.0,0.5,0.75,0.0,0.0,0.0,1.5,0,2.0,30,15,0.0
1033691,2022-04-07 10:03:00.280,629805,1357.2,45.24,0,grande,1.0,653.712,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.2,0.0,0.0,0.0,0.33,0.0,0.0,0.0,1.0,0,0.0,30,15,0.0
1033692,2022-04-06 15:46:00.567,627005,2488.2,82.94,1,grande,4.0,592.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.2,6.0,0.0,0.0,0.0,9.0,0.7,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0,10.0,30,15,0.0
1033694,2022-04-19 09:38:00.160,627085,1357.2,45.24,1,grande,4.0,536.588,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.3,8.0,0.0,0.0,0.0,12.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,2.5,0,10.0,30,15,0.0
1033735,2022-04-01 11:23:00.860,620305,232.0,46.4,0,pequeño,1.0,649.138,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,4.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1033833,2022-04-20 12:02:00.603,621005,904.8,90.48,1,mediano,4.0,501.535,64.965,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,13.2,0.0,25,0,20,8,0.0,0,4.2,0.0,0.0,0.0,0.0,25.2,0.9,1.5,9.5,0.0,0.0,0.0,2.5,3.5,0,10.0,30,50,0.0
1033834,2022-04-20 16:54:00.153,623005,1357.2,45.24,0,grande,4.0,486.635,64.965,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.6,0.0,0.0,0.0,0.0,26.0,0.5,0.0,10.0,1.1,0.0,0.0,0.0,7.2,0,10.0,30,50,0.0
1033835,2022-04-19 20:36:00.850,625085,1357.2,45.24,1,grande,4.0,525.738,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,40,8,0.0,0,0.6,0.0,0.0,0.0,0.0,19.8,0.6,0.0,4.7,1.0,0.0,0.0,0.0,6.7,0,1.0,30,15,0.0
1033903,2022-04-22 16:06:00.563,628405,452.4,90.48,0,pequeño,4.0,623.368,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.0,1.1,0.5,0.0,0.0,4.8,2.1,0.0,0.0,1.17,0,6.0,30,15,0.0
1033904,2022-04-22 12:37:00.583,627465,232.0,23.2,0,mediano,4.0,600.338,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.8,0.0,1.5,1.5,3.3,0.0,0.0,0.0,6.2,0.0,0.0,0.5,0.0,0,5.0,30,15,0.0
1033905,2022-04-25 10:40:00.527,626405,452.4,45.24,0,mediano,4.0,594.138,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.5,0.0,6.2,3.6,1.7,1.0,0.0,0,10.0,30,15,0.0
1033917,2022-04-25 16:53:00.667,625225,452.4,90.48,1,pequeño,4.0,586.638,71.862,1,0.0,30,0.0,6.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.5,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,8,10.0,30,15,0.0
1033918,2022-04-25 11:22:00.083,627455,232.0,46.4,1,pequeño,4.0,596.968,71.862,1,0.0,30,0.0,6.9,140,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.97,0.0,0.0,0.0,7.8,10.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1033919,2022-04-25 14:31:00.700,629225,678.6,67.86,1,mediano,3.0,650.29,78.76,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,1.5,0.0,0.0,0.0,1.6,0.2,0.5,0.0,0.15,0.0,0.0,0.0,0.0,0,0.0,30,15,0.0
1033941,2022-05-02 12:49:01.033,628175,2726.0,90.87,0,grande,4.0,613.258,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.95,0.58,0.0,4.25,0.64,0.0,0.0,0.0,4.46,0,5.0,30,15,0.0
1033942,2022-04-29 11:29:00.167,629875,2035.8,67.86,0,grande,2.0,601.777,78.758,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.0,2.89,0.0,0.075,0.0,0.0,4.3,0,1.0,30,30,0.0
1033943,2022-04-28 09:40:00.627,629305,232.0,46.4,0,pequeño,4.0,647.162,78.758,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,0,8,0.0,0,0.0,0.0,0.0,0.0,0.1,1.4,0.0,0.0,0.0,4.4,0.0,0.0,0.0,0.18,0,0.0,30,15,0.0
1033944,2022-05-02 20:01:00.503,627175,2726.0,90.87,1,grande,4.0,618.723,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,2.225,0.69,0.0,5.0,0.75,0.0,0.0,0.0,5.25,0,7.5,30,15,0.0
1033945,2022-05-03 19:53:00.737,626175,2726.0,90.87,0,grande,4.0,565.098,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,1.24,0.0,9.0,1.35,0.0,0.0,0.0,9.45,0,10.0,30,15,0.0
1033946,2022-05-04 09:39:00.757,628125,678.6,67.86,0,mediano,4.0,600.148,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.22,0.0,0.0,0.0,2.66,0.46,0.0,3.48,0.0,0.08,0.0,0.0,2.09,0,5.0,30,30,0.0
1033947,2022-05-04 17:50:00.697,627125,678.6,67.86,1,mediano,4.0,603.627,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.711,0.0,0.0,0.0,3.73,0.64,0.0,4.89,0.0,0.106,0.0,0.0,2.934,0,7.5,30,30,0.0
1033948,2022-05-05 14:46:00.077,628605,678.6,67.86,0,mediano,4.0,613.538,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,1.1,0.0,0.0,0.16,4.0,0.0,0.0,0.0,1.44,0.0,0.0,0.0,2.4,0,7.5,30,15,0.0
1033949,2022-05-05 09:02:00.223,626125,678.6,67.86,1,mediano,4.0,567.496,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,2.46,0.0,0.0,0.0,5.37,0.902,0.0,7.04,0.0,0.15,0.0,0.0,4.22,0,7.5,30,30,0.0
1033950,2022-05-06 07:40:00.760,625505,232.0,46.4,0,pequeño,4.0,547.238,71.862,1,0.0,30,0.0,0.0,160,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,5.0,0.0,6.5,4.3,2.1,0.0,0.0,0,10.0,30,50,0.0
1033951,2022-05-05 10:59:00.810,627505,452.4,90.48,1,pequeño,4.0,576.638,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,3.0,4.0,2.0,0.5,0.0,0,10.0,20,15,0.0
1033953,2022-05-06 09:17:00.123,629915,904.8,90.48,1,mediano,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1034024,2022-05-09 19:42:00.577,629925,1583.4,52.78,0,grande,1.5,535.082,100.448,1,0.0,0,0.35,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.21,0.0,0.21,0.0,0.0,0.1,0,2.5,30,15,1.0
1034025,2022-05-09 13:08:00.220,628815,2726.0,90.87,1,grande,3.0,528.232,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.48,0.2,0.0,1.6,0.24,0.0,0.0,0.0,1.7,0,4.0,30,15,1.0
1034026,2022-05-10 10:26:00.247,628825,2035.8,67.86,0,grande,2.0,533.572,100.448,1,0.0,0,0.6,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.19,0.29,0.0,0.4,0.0,0.0,0.0,0,3.0,30,15,1.0
1034027,2022-05-06 15:45:00.737,629905,452.4,45.24,0,mediano,1.0,540.052,100.448,0,0.0,0,0.0,0.0,160,0,40,0.0,0.0,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
1034032,2022-05-10 11:46:00.400,629935,452.4,45.24,0,mediano,10.0,549.052,100.448,1,0.0,0,0.0,0.0,140,0,40,0.0,0.1,0.0,0.0,25,40,20,0,12.5,0,0.0,0.0,0.0,0.0,0.26,0.32,0.0,0.0,0.0,0.32,0.0,0.0,0.0,0.0,0,0.0,30,15,1.0
1034071,2022-05-16 09:12:00.933,620205,904.8,90.48,1,mediano,4.0,590.6,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,10.0,0.0,0.0,0.0,0,7.5,20,15,0.0
1034072,2022-05-16 10:24:00.920,620705,1809.6,60.32,1,grande,4.0,530.138,71.862,1,0.0,30,0.0,0.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,30,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15.0,15.0,0.0,0.0,0.0,0.0,0.0,0,10.0,20,15,0.0
1034073,2022-05-13 14:52:00.967,629995,452.4,45.24,0,mediano,1.0,673.138,71.862,1,0.0,30,0.0,0.0,130,0,0,0.0,0.0,0.0,0.0,25,0,10,8,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,20,15,0.0
1034094,2022-05-16 16:12:00.193,626555,452.4,45.24,1,mediano,4.0,557.438,71.862,1,0.0,30,0.0,15.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,5.6,0.0,0.0,0.0,0.0,0.0,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,7.5,30,15,0.0
1034095,2022-05-16 16:19:00.290,627305,232.0,46.4,0,pequeño,4.0,605.838,71.862,1,0.0,30,0.0,0.0,140,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,2.4,0.0,0.0,0.0,2.4,0.0,0.0,0.0,7.5,0.0,0.0,0.0,0.0,0,7.0,30,30,0.0
1034096,2022-05-16 11:02:00.593,628305,232.0,46.4,0,pequeño,4.0,618.338,71.862,1,0.0,30,0.0,0.0,150,0,0,0.0,0.0,0.0,0.0,25,0,20,8,0.0,0,0.0,0.0,0.0,0.0,0.0,1.6,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.2,0,5.0,30,15,0.0
1034097,2022-05-17 08:32:00.833,626955,452.4,45.24,1,mediano,4.0,556.138,71.862,1,0.0,30,0.0,15.0,180,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,1.7,0.0,0.0,0.0,0.0,0.0,5.2,1.4,0.0,0.0,1.2,0.0,0.0,0.0,0,9.5,30,15,0.0
1034098,2022-05-18 08:14:00.783,625445,232.0,46.4,0,pequeño,4.0,466.238,71.862,1,0.0,30,0.0,0.0,200,0,0,0.0,0.0,0.0,0.0,25,0,30,8,0.0,0,0.0,0.0,0.0,0.0,0.0,8.0,8.5,5.0,0.0,20.0,12.4,0.0,0.0,6.0,0,9.0,30,50,0.0
1034099,2022-05-19 08:02:00.827,625595,232.0,46.4,1,pequeño,4.0,573.638,71.862,1,0.0,30,0.0,13.0,160,0,0,0.0,0.0,0.0,0.0,25,0,25,8,0.0,0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,1.5,10.0,0.0,0.0,0.0,0,9.0,30,15,0.0
